,sum_new_cases,kurt_new_cases,skew_new_cases,mean_new_cases,sum_cumulative_cases,kurt_cumulative_cases,skew_cumulative_cases,mean_cumulative_cases,sum_new_deaths,kurt_new_deaths,skew_new_deaths,mean_new_deaths,sum_cumulative_deaths,kurt_cumulative_deaths,skew_cumulative_deaths,mean_cumulative_deaths,sum_open,kurt_open,skew_open,mean_open,sum_close,kurt_close,skew_close,mean_close,sum_high,kurt_high,skew_high,mean_high,sum_low,kurt_low,skew_low,mean_low,sum_volume,kurt_volume,skew_volume,mean_volume
skew_new_deaths,0.21012731655720793,0.5585082571081007,0.6748269642895484,0.18838882113409233,0.08680688933804265,0.6943669629156178,0.7602826171738659,0.08317746658202045,0.5768626017101272,0.9490803058182288,1.0,0.5801597144366673,0.19031346057105628,0.5348879448927989,0.6673706162795549,0.18944588076466237,-0.1497300056806582,0.05232176427478662,0.05933495655303636,-0.1497208842789026,-0.14971247692451747,0.04984518418450726,0.0601630324219882,-0.1497033546655786,-0.14968687100125125,0.05346711338347665,0.06113093724746139,-0.14967771515295716,-0.14975615763557626,0.04880517343023636,0.0627420574043077,-0.14974707466306528,0.044949849873859825,-0.0947474054086778,-0.07907582789438691,0.044966621354369234
mean_new_deaths,0.7462909167015781,0.6798149516322392,0.7525619488073247,0.7339146012642954,0.587344762804703,0.552047736644606,0.5916321275422948,0.5835851472551615,0.9967994379509995,0.5225586716654896,0.5801597144366673,1.0,0.6690690429375944,0.39650108414359964,0.43733629970039545,0.6680174419882624,0.316227779535999,0.1000614585966794,0.06486525554332773,0.316236193041378,0.3162463688089965,0.09902394121959339,0.0643176825098412,0.31625477145851566,0.31612288548024503,0.09818882465833095,0.06585158600604585,0.31613128848926225,0.3163444279899286,0.1032638405047684,0.06538919477313232,0.31635284524499474,-0.20538642443410057,0.053148030350328834,0.10261327250943926,-0.2053878436431132
sum_cumulative_deaths,0.9680661814389359,0.18995909445061485,0.3509114709130845,0.9626421984298162,0.9728375410948716,0.3354707332496917,0.41481768182471085,0.9714379244560728,0.6879430131903514,0.06942652930187894,0.19031346057105628,0.6690690429375944,1.0,0.4970920406656141,0.4438839652694281,0.9999532616023015,0.7094318333597808,-0.07811956872632586,-0.08966779228218195,0.7094242551739175,0.7094300666117601,-0.07847348676570547,-0.0903551770493632,0.7094224735557196,0.7094790670297815,-0.08178590556590883,-0.09176689508511139,0.7094713947824011,0.7093910983199814,-0.07233404345632603,-0.08792940010879652,0.7093836112862263,-0.27564840428908827,0.16158188275691565,0.19717058799546663,-0.27566902969327434
kurt_cumulative_deaths,0.46393821572812166,0.2697440936050468,0.40266051257724866,0.4292616880310371,0.3641561291816507,0.756985996819328,0.8131738350065454,0.35834471908347393,0.43305150656776964,0.452950787975504,0.5348879448927989,0.39650108414359964,0.4970920406656141,1.0,0.9735096718019051,0.4946583287677317,0.045361187260295366,0.027634225979220457,-0.13033197720430864,0.045334667818310664,0.04535707960979384,0.026333763371538307,-0.13011389373163634,0.045330559219304824,0.0455483576887081,0.024444562354108086,-0.12277306045675732,0.0455217845996339,0.045172939029429635,0.029853208463975385,-0.13613343230281938,0.045146473114738725,0.10116147406523944,0.12032815142619109,0.12010286152999129,0.10115067950684495
skew_cumulative_deaths,0.4353717072323551,0.32179537916379103,0.5581718966182053,0.411187392988733,0.3370651108008366,0.7310831460958173,0.8507041579204907,0.3338106258053806,0.4556078226853411,0.47903881513142577,0.6673706162795549,0.43733629970039545,0.4438839652694281,0.9735096718019051,1.0,0.44335951776414134,-0.016864958826204274,-0.014850345615502785,-0.09897875161930723,-0.016884279127205117,-0.01686757860977635,-0.016482239005783814,-0.09850336781133574,-0.01688689763560595,-0.016588000906277323,-0.019260940974432456,-0.09548520279541672,-0.016607369516094848,-0.017137137882765507,-0.013307695290190453,-0.09796918961564682,-0.017156407082367733,0.16561857765581023,-0.03974254217296751,-0.03405337399512115,0.16560880686944568
mean_cumulative_deaths,0.9678701766134289,0.18722270831008592,0.3494063579922235,0.9627116766169088,0.9734442338946067,0.3323006983208232,0.41339868422644804,0.9721722954457134,0.6864176430093084,0.06688895008976728,0.18944588076466237,0.6680174419882624,0.9999532616023015,0.4946583287677317,0.44335951776414134,1.0,0.7113267719852477,-0.0789525420757784,-0.08996878824928542,0.7113192619516041,0.7113248019505579,-0.07930722091961032,-0.09066337696789163,0.7113172770436968,0.7113757024359587,-0.08265523597013638,-0.09213856244556028,0.7113680980564656,0.7112842554343451,-0.07310904305004376,-0.0881780909584013,0.7112768368942558,-0.2754452850338342,0.16092571492731053,0.19664367749526793,-0.2754659299557184
sum_open,0.65153586393395,-0.20512634050960923,-0.09169382104750509,0.6719102188542588,0.7072194209134779,-0.004199477677851368,0.019469386421676595,0.7102360176433312,0.3178806715591237,-0.20816997087208744,-0.1497300056806582,0.316227779535999,0.7094318333597808,0.045361187260295366,-0.016864958826204274,0.7113267719852477,1.0,-0.129204607236876,-0.08781091547748096,0.9999984463143541,0.999999990047711,-0.12934768861225843,-0.08851123896904343,0.9999984193733192,0.9999991293592343,-0.13316863124375403,-0.09438729655420978,0.9999974764384201,0.999999025974034,-0.12148915123699824,-0.0853384771437847,0.9999975695110743,-0.3816158084908729,0.18514503940076554,0.2089231883489276,-0.38162393800341776
kurt_open,-0.08178344924181392,0.11838651929191894,0.032606637478675954,-0.09359216222671647,-0.09263899660223342,0.14043416484106547,0.07272372335605698,-0.09402978123506865,0.10168776251802755,0.13309815542269687,0.05232176427478662,0.1000614585966794,-0.07811956872632586,0.027634225979220457,-0.014850345615502785,-0.0789525420757784,-0.129204607236876,1.0,0.1403911553271092,-0.12917909936860422,-0.12922046323267028,0.9999237535436943,0.14009867446179955,-0.12919495027845945,-0.12922951148733777,0.9976066481371099,0.1631302852348495,-0.12920396552463556,-0.12920190260886757,0.997255642178843,0.11364563518730882,-0.12917643003583945,0.10684748325144845,0.02275308189474218,0.02292536633587276,0.10684481935702136
skew_open,-0.07461954417182079,0.0736273143459877,0.04383282789592329,-0.07700565495890019,-0.09440557762015182,0.014405294521848466,-0.0019372124808523488,-0.09490263045267845,0.058617357047072396,0.09530402071676537,0.05933495655303636,0.06486525554332773,-0.08966779228218195,-0.13033197720430864,-0.09897875161930723,-0.08996878824928542,-0.08781091547748096,0.1403911553271092,1.0,-0.08780651377909195,-0.08777782007142146,0.1412289952110768,0.9999705624594466,-0.08777342208624066,-0.08793365749037298,0.16583125255508246,0.9989387410276072,-0.08792921922184274,-0.08765588051971525,0.11139178996252669,0.998651828684021,-0.08765151705663182,-0.08825195972610987,-0.05408735269390124,-0.055624103368918744,-0.08824108545620574
mean_open,0.6515437380072455,-0.20514984526799188,-0.09170158867670467,0.671930612343771,0.7072122496601861,-0.00421666012043859,0.019455806154593473,0.7102289136846746,0.31788214950078075,-0.2081883837294855,-0.1497208842789026,0.316236193041378,0.7094242551739175,0.045334667818310664,-0.016884279127205117,0.7113192619516041,0.9999984463143541,-0.12917909936860422,-0.08780651377909195,1.0,0.9999984533482491,-0.12932158998789342,-0.0885066156500466,0.9999999900497866,0.9999976727053929,-0.13314427047760521,-0.09437985693441382,0.9999991294730445,0.9999973774114053,-0.12145678619063009,-0.08533338680909625,0.9999990261032777,-0.3815912817726989,0.1850357604032094,0.20880569917025682,-0.3815990391309244
sum_close,0.6515384644493348,-0.20511487903167225,-0.09168144125522527,0.6719132014848425,0.7072128529641932,-0.0041902389627244225,0.019476684281747075,0.7102291436092529,0.31789881144954407,-0.20814994917476556,-0.14971247692451747,0.3162463688089965,0.7094300666117601,0.04535707960979384,-0.01686757860977635,0.7113248019505579,0.999999990047711,-0.12922046323267028,-0.08777782007142146,0.9999984533482491,1.0,-0.1293637344417777,-0.08847816637930772,0.9999984463097152,0.9999990950623692,-0.13318304476014814,-0.09435439783856511,0.9999974591468039,0.99999906348734,-0.12150636543187952,-0.08530521694286261,0.9999976239893159,-0.3816470427304413,0.18514689704959875,0.20892302232213025,-0.3816551666249366
kurt_close,-0.0821377315430733,0.1180066154995454,0.031595166320287235,-0.0939396214043155,-0.09269923415866538,0.13869371321556678,0.0707264224851834,-0.09408716040422192,0.10067825405533914,0.13085864018287552,0.04984518418450726,0.09902394121959339,-0.07847348676570547,0.026333763371538307,-0.016482239005783814,-0.07930722091961032,-0.12934768861225843,0.9999237535436943,0.1412289952110768,-0.12932158998789342,-0.1293637344417777,1.0,0.14089473921790255,-0.12933763074735577,-0.12937364243639227,0.9976079250647822,0.16395378554369866,-0.12934750515776133,-0.12934424119484228,0.9972348691491196,0.11441640426833455,-0.12931817837633117,0.10595804542842015,0.023339224796894,0.02325228302465155,0.1059554029918535
skew_close,-0.07522221731946295,0.07412540812776217,0.04438830532297459,-0.07765546991907449,-0.0950610393417993,0.015101486956679325,-0.0011822256587122762,-0.09556975859862457,0.058141213833291336,0.09615775374270394,0.0601630324219882,0.0643176825098412,-0.0903551770493632,-0.13011389373163634,-0.09850336781133574,-0.09066337696789163,-0.08851123896904343,0.14009867446179955,0.9999705624594466,-0.0885066156500466,-0.08847816637930772,0.14089473921790255,1.0,-0.08847354673338444,-0.08863237301487219,0.1655133522285485,0.9989631579814034,-0.08862771269104726,-0.08835792563500196,0.11106555760791881,0.9986607665186651,-0.08835334097414388,-0.08731738140355856,-0.054971232868571335,-0.05652380589212857,-0.08730618390899321
mean_close,0.6515463244633306,-0.20513838498621786,-0.09168921124756049,0.6719335808558352,0.7072056675383597,-0.004207424161056384,0.01946310241649195,0.710222025479574,0.317900278448283,-0.20816836077702464,-0.1497033546655786,0.31625477145851566,0.7094224735557196,0.045330559219304824,-0.01688689763560595,0.7113172770436968,0.9999984193733192,-0.12919495027845945,-0.08777342208624066,0.9999999900497866,0.9999984463097152,-0.12933763074735577,-0.08847354673338444,1.0,0.999997621427233,-0.13315867895314165,-0.09434696179509841,0.9999990952047769,0.9999973979258456,-0.12147399537199546,-0.08530013036894661,0.9999990635872879,-0.38162250135621234,0.18503761224818374,0.20880552667340785,-0.38163025309532195
sum_high,0.6515674332571565,-0.20523625244541743,-0.09170077345788548,0.6719487527035483,0.7073331879862933,-0.004090110168935548,0.019681561166519937,0.7103520164061533,0.31777348682946577,-0.2081741898432097,-0.14968687100125125,0.31612288548024503,0.7094790670297815,0.0455483576887081,-0.016588000906277323,0.7113757024359587,0.9999991293592343,-0.12922951148733777,-0.08793365749037298,0.9999976727053929,0.9999990950623692,-0.12937364243639227,-0.08863237301487219,0.999997621427233,1.0,-0.133206656176318,-0.09451184425802896,0.9999984439962378,0.9999963311640746,-0.12151055821369006,-0.0854584902832701,0.9999949718536655,-0.38056485221056024,0.18484480590073443,0.20855983871244724,-0.3805729740691348
kurt_high,-0.08521698900731334,0.11667573306401556,0.028743232805056477,-0.09706201727918118,-0.0968295498544578,0.14023022200854907,0.0703234013542182,-0.09826881979529299,0.09993466597241771,0.13753562821451473,0.05346711338347665,0.09818882465833095,-0.08178590556590883,0.024444562354108086,-0.019260940974432456,-0.08265523597013638,-0.13316863124375403,0.9976066481371099,0.16583125255508246,-0.13314427047760521,-0.13318304476014814,0.9976079250647822,0.1655133522285485,-0.13315867895314165,-0.133206656176318,1.0,0.1891831170873404,-0.1331822592099751,-0.1331506950866463,0.9908706016040608,0.13885385927335064,-0.13312636759745655,0.09960468286599994,0.03353402607317655,0.032979418781997005,0.09960149281340896
skew_high,-0.07693832744220168,0.08022407258727998,0.04656233044888112,-0.07996650958901805,-0.09824765880215085,0.024840527040290664,0.004291775249933315,-0.09886128519850196,0.06009296737214343,0.10127027731964594,0.06113093724746139,0.06585158600604585,-0.09176689508511139,-0.12277306045675732,-0.09548520279541672,-0.09213856244556028,-0.09438729655420978,0.1631302852348495,0.9989387410276072,-0.09437985693441382,-0.09435439783856511,0.16395378554369866,0.9989631579814034,-0.09434696179509841,-0.09451184425802896,0.1891831170873404,1.0,-0.09450436428956653,-0.09423088078641338,0.13417127701039097,0.9954990378656199,-0.09422348297321233,-0.08960940622086118,-0.05152692193109343,-0.05336126692810017,-0.08959810728342797
mean_high,0.6515752321226789,-0.20525973192021488,-0.09170852470942799,0.6719690770384195,0.7073259172709309,-0.004107299372900362,0.019667961107079718,0.7103448124829107,0.3177749484191543,-0.20819258045068534,-0.14967771515295716,0.31613128848926225,0.7094713947824011,0.0455217845996339,-0.016607369516094848,0.7113680980564656,0.9999974764384201,-0.12920396552463556,-0.08792921922184274,0.9999991294730445,0.9999974591468039,-0.12934750515776133,-0.08862771269104726,0.9999990952047769,0.9999984439962378,-0.1331822592099751,-0.09450436428956653,1.0,0.999994583488103,-0.1214781491461591,-0.08545336485840506,0.9999963316478888,-0.380540410283488,0.18473543924131677,0.2084422644248284,-0.3805481596458245
sum_low,0.6515124728982523,-0.20503325901020303,-0.09169265052553112,0.6718810204103274,0.7071096549250775,-0.004318092254805596,0.01925551129739593,0.7101239178086413,0.31799853628969815,-0.20816553548835187,-0.14975615763557626,0.3163444279899286,0.7093910983199814,0.045172939029429635,-0.017137137882765507,0.7112842554343451,0.999999025974034,-0.12920190260886757,-0.08765588051971525,0.9999973774114053,0.99999906348734,-0.12934424119484228,-0.08835792563500196,0.9999973979258456,0.9999963311640746,-0.1331506950866463,-0.09423088078641338,0.999994583488103,1.0,-0.12149207042376597,-0.08518535098544461,0.999998448529941,-0.38273121991249676,0.18545304665008439,0.2092933949387503,-0.3827393597169911
kurt_low,-0.07571909747153832,0.11989237445054374,0.035665429221534393,-0.0873829563926485,-0.08704366511622469,0.13953720914834242,0.07268676880230077,-0.08834115260023004,0.10453830906209269,0.12710412208723915,0.04880517343023636,0.1032638405047684,-0.07233404345632603,0.029853208463975385,-0.013307695290190453,-0.07310904305004376,-0.12148915123699824,0.997255642178843,0.11139178996252669,-0.12145678619063009,-0.12150636543187952,0.9972348691491196,0.11106555760791881,-0.12147399537199546,-0.12151055821369006,0.9908706016040608,0.13417127701039097,-0.1214781491461591,-0.12149207042376597,1.0,0.0840554575740038,-0.12145974648615336,0.1067585445292937,0.018695336155017943,0.020501369316566632,0.1067568186312482
skew_low,-0.07219016660090127,0.06935737881797334,0.045525088789672125,-0.07405205158225628,-0.09115468140662313,0.005909925743028264,-0.004013662308298344,-0.09157949736300178,0.05880908713209081,0.09206035855352361,0.0627420574043077,0.06538919477313232,-0.08792940010879652,-0.13613343230281938,-0.09796918961564682,-0.0881780909584013,-0.0853384771437847,0.11364563518730882,0.998651828684021,-0.08533338680909625,-0.08530521694286261,0.11441640426833455,0.9986607665186651,-0.08530013036894661,-0.0854584902832701,0.13885385927335064,0.9954990378656199,-0.08545336485840506,-0.08518535098544461,0.0840554575740038,1.0,-0.08518029742804421,-0.0845096447779259,-0.058227648268628876,-0.059833596301635074,-0.08449893406056883
mean_low,0.6515204195485519,-0.2050567963044095,-0.09170043977250478,0.6719014813631013,0.7071025807822794,-0.004335272315667838,0.019241949637759357,0.7101169115546359,0.31800002344694067,-0.2081839763393989,-0.14974707466306528,0.31635284524499474,0.7093836112862263,0.045146473114738725,-0.017156407082367733,0.7112768368942558,0.9999975695110743,-0.12917643003583945,-0.08765151705663182,0.9999990261032777,0.9999976239893159,-0.12931817837633117,-0.08835334097414388,0.9999990635872879,0.9999949718536655,-0.13312636759745655,-0.09422348297321233,0.9999963316478888,0.999998448529941,-0.12145974648615336,-0.08518029742804421,1.0,-0.38270660337277157,0.1853438502917037,0.20917598592012954,-0.38271437135560077
sum_volume,-0.26781408959565267,-0.008169050159987286,-0.003099423992693768,-0.27112875954001786,-0.24543285248778995,0.050111872319884496,0.0956397054993693,-0.24521165708173506,-0.20496231515334087,0.043434738907480994,0.044949849873859825,-0.20538642443410057,-0.27564840428908827,0.10116147406523944,0.16561857765581023,-0.2754452850338342,-0.3816158084908729,0.10684748325144845,-0.08825195972610987,-0.3815912817726989,-0.3816470427304413,0.10595804542842015,-0.08731738140355856,-0.38162250135621234,-0.38056485221056024,0.09960468286599994,-0.08960940622086118,-0.380540410283488,-0.38273121991249676,0.1067585445292937,-0.0845096447779259,-0.38270660337277157,1.0,-0.21929465401673529,-0.2622971003131027,0.9999999543779095
kurt_volume,0.14414149023987555,-0.08368600925085021,-0.12344711863997825,0.1440743689447656,0.12001525853191593,0.03445720740872079,-0.059938666380033805,0.11941682600929654,0.061740286185526905,-0.027022795236588747,-0.0947474054086778,0.053148030350328834,0.16158188275691565,0.12032815142619109,-0.03974254217296751,0.16092571492731053,0.18514503940076554,0.02275308189474218,-0.05408735269390124,0.1850357604032094,0.18514689704959875,0.023339224796894,-0.054971232868571335,0.18503761224818374,0.18484480590073443,0.03353402607317655,-0.05152692193109343,0.18473543924131677,0.18545304665008439,0.018695336155017943,-0.058227648268628876,0.1853438502917037,-0.21929465401673529,1.0,0.9823329997642226,-0.21932062577734904
skew_volume,0.18227917675275776,-0.06572246623053996,-0.10097703218600197,0.18122938143827674,0.15074792321519007,0.03699827706558326,-0.05276214429392037,0.15021863799568197,0.11020063579495135,-0.016526166712479532,-0.07907582789438691,0.10261327250943926,0.19717058799546663,0.12010286152999129,-0.03405337399512115,0.19664367749526793,0.2089231883489276,0.02292536633587276,-0.055624103368918744,0.20880569917025682,0.20892302232213025,0.02325228302465155,-0.05652380589212857,0.20880552667340785,0.20855983871244724,0.032979418781997005,-0.05336126692810017,0.2084422644248284,0.2092933949387503,0.020501369316566632,-0.059833596301635074,0.20917598592012954,-0.2622971003131027,0.9823329997642226,1.0,-0.2623221569082651
mean_volume,-0.2678333066921235,-0.008149810734578378,-0.0030868217159417174,-0.2711470081598412,-0.245454902052438,0.05012549480443651,0.09564695854798436,-0.24523377601444885,-0.20496518276253456,0.043456541023254976,0.044966621354369234,-0.2053878436431132,-0.27566902969327434,0.10115067950684495,0.16560880686944568,-0.2754659299557184,-0.38162393800341776,0.10684481935702136,-0.08824108545620574,-0.3815990391309244,-0.3816551666249366,0.1059554029918535,-0.08730618390899321,-0.38163025309532195,-0.3805729740691348,0.09960149281340896,-0.08959810728342797,-0.3805481596458245,-0.3827393597169911,0.1067568186312482,-0.08449893406056883,-0.38271437135560077,0.9999999543779095,-0.21932062577734904,-0.2623221569082651,1.0
